153128	215	76	2	5	1083	164	1108	0.09999999999999998	
174299	58	133	0	11	672	160	1512	0.5	
155540	91	131	0	7	822	175	1364	0.2857142857142857	
172205	66	149	0	9	692	161	1512	0.4722222222222222	
141402	135	143	0	7	1041	148	1214	0.3214285714285714	
140624	135	140	0	7	1024	149	1230	0.3571428571428571	
154040	84	101	1	5	1009	96	1260	0.050000000000000044	
163044	79	130	0	9	789	149	1416	0.4722222222222222	
158925	77	128	0	6	977	152	1258	0.29166666666666663	
159472	51	93	1	6	868	175	1242	0.33333333333333337	
