143418	163	129	2	6	1101	185	1041	0.33333333333333337	
160114	120	156	3	8	980	158	1103	0.4375	
157715	132	134	2	9	933	140	1309	0.41666666666666663	
149749	282	162	2	6	999	155	1202	0.375	
179756	24	149	2	11	918	116	1162	0.4545454545454546	
180316	140	158	2	10	1077	91	1192	0.35	
162786	149	138	2	8	861	153	1311	0.375	
145197	147	122	4	7	1023	150	1083	0.4285714285714286	
156804	242	134	1	9	973	133	1263	0.4444444444444444	
162175	58	134	1	11	781	127	1385	0.5	
157058	156	128	3	9	1029	133	1124	0.5	
150414	88	99	5	7	949	136	1042	0.4285714285714286	
153754	96	138	0	9	885	145	1338	0.4444444444444444	
144838	73	106	5	5	973	147	1002	0.25	
149375	154	157	3	7	907	155	1314	0.3928571428571429	
157326	249	154	2	7	1236	126	1185	0.4285714285714286	
143514	170	112	0	5	1067	148	1285	0.35	
143693	172	107	0	5	1060	148	1285	0.35	
154083	61	161	3	9	908	129	1144	0.5277777777777778	
149976	179	81	3	6	1027	152	1083	0.33333333333333337	
170686	86	157	2	9	884	136	1295	0.4444444444444444	
150625	212	120	4	5	970	161	1225	0.25	
161112	58	167	1	10	822	113	1357	0.44999999999999996	
150915	105	158	2	5	938	158	1240	0.25	
156738	99	158	2	7	859	139	1320	0.4285714285714286	
162575	270	121	4	7	1144	135	933	0.3571428571428571	
140654	182	63	4	4	1049	154	1110	0.0625	
145523	244	166	3	5	1165	152	1226	0.19999999999999996	
157582	162	130	3	9	963	142	1087	0.5	
148311	246	130	5	8	955	147	1166	0.5	
146262	173	166	2	5	1004	153	1280	0.19999999999999996	
146595	141	164	4	6	965	134	1288	0.33333333333333337	
139163	190	61	4	4	1046	145	1125	0.0625	
155944	50	124	4	7	784	158	1247	0.3928571428571429	
144377	219	96	3	6	1063	165	1205	0.29166666666666663	
169709	42	154	4	8	974	130	1031	0.4375	
151277	153	154	4	6	1030	130	1154	0.25	
166498	61	146	2	7	890	179	1216	0.3571428571428571	
