[157067.0, 241.0, 121.0, 3.0, 6.0, 1056.0, 116.0, 1171.0, 0.20833333333333337]
[161406.0, 35.0, 164.0, 0.0, 9.0, 743.0, 130.0, 1431.0, 0.4444444444444444]
[157115.0, 293.0, 90.0, 0.0, 6.0, 1149.0, 138.0, 1308.0, 0.29166666666666663]
[154234.0, 236.0, 142.0, 1.0, 6.0, 1161.0, 145.0, 1134.0, 0.25]
[160560.0, 106.0, 129.0, 0.0, 8.0, 1058.0, 187.0, 1164.0, 0.21875]
[163736.0, 122.0, 164.0, 0.0, 8.0, 872.0, 177.0, 1356.0, 0.34375]
[162776.0, 127.0, 120.0, 1.0, 7.0, 868.0, 176.0, 1325.0, 0.4642857142857143]
[166364.0, 140.0, 118.0, 0.0, 8.0, 1015.0, 160.0, 1271.0, 0.25]
[156544.0, 125.0, 121.0, 1.0, 7.0, 907.0, 154.0, 1306.0, 0.4285714285714286]
[142858.0, 111.0, 152.0, 0.0, 6.0, 1045.0, 163.0, 1197.0, 0.29166666666666663]
[156694.0, 3.0, 144.0, 0.0, 7.0, 768.0, 157.0, 1324.0, 0.4285714285714286]
[145661.0, 94.0, 150.0, 0.0, 7.0, 950.0, 152.0, 1284.0, 0.3571428571428571]
[144547.0, 111.0, 152.0, 0.0, 6.0, 1021.0, 167.0, 1217.0, 0.29166666666666663]
[144794.0, 111.0, 152.0, 0.0, 6.0, 1045.0, 162.0, 1198.0, 0.29166666666666663]
[160608.0, 3.0, 158.0, 0.0, 8.0, 768.0, 153.0, 1328.0, 0.46875]
[153431.0, 44.0, 134.0, 0.0, 8.0, 858.0, 166.0, 1287.0, 0.4375]
[148153.0, 102.0, 150.0, 0.0, 7.0, 1006.0, 152.0, 1236.0, 0.3571428571428571]
[164171.0, 93.0, 148.0, 0.0, 7.0, 772.0, 149.0, 1459.0, 0.4285714285714286]
[166320.0, 93.0, 148.0, 0.0, 8.0, 780.0, 151.0, 1451.0, 0.46875]
