153263	122	140	3	6	1038	142	1163	0.25	
159284	362	132	5	6	1201	129	1239	0.33333333333333337	
169489	133	156	0	8	996	146	1294	0.34375	
165552	307	150	1	7	1266	141	1211	0.25	
169331	192	148	0	8	1059	170	1262	0.40625	
177849	141	148	1	9	1045	152	1229	0.38888888888888884	
167889	157	149	3	10	871	111	1374	0.4	
174081	156	144	3	8	988	81	1221	0.375	
170637	164	149	2	10	918	121	1253	0.4	
151983	290	132	4	6	1095	130	1176	0.33333333333333337	
174706	145	133	0	12	805	143	1473	0.5208333333333333	
162441	267	142	3	6	1015	183	1272	0.41666666666666663	
