[147501.0, 190.0, 147.0, 3.0, 5.0, 1080.0, 176.0, 1165.0, 0.25]
[183198.0, 12.0, 152.0, 3.0, 13.0, 640.0, 131.0, 1450.0, 0.5384615384615384]
[149940.0, 346.0, 88.0, 4.0, 6.0, 1252.0, 142.0, 1098.0, 0.25]
[188423.0, 29.0, 151.0, 0.0, 13.0, 740.0, 135.0, 1436.0, 0.4807692307692307]
[163272.0, 198.0, 139.0, 4.0, 9.0, 1044.0, 99.0, 1202.0, 0.41666666666666663]
[177109.0, 345.0, 169.0, 1.0, 9.0, 1381.0, 156.0, 1092.0, 0.4722222222222222]
[157407.0, 27.0, 152.0, 2.0, 8.0, 774.0, 172.0, 1301.0, 0.4375]
[163222.0, 61.0, 152.0, 1.0, 8.0, 765.0, 160.0, 1394.0, 0.40625]
[155032.0, 254.0, 95.0, 1.0, 6.0, 1202.0, 145.0, 1228.0, 0.29166666666666663]
[182896.0, 12.0, 152.0, 3.0, 13.0, 646.0, 131.0, 1444.0, 0.5384615384615384]
[146692.0, 268.0, 63.0, 5.0, 5.0, 1078.0, 140.0, 1262.0, 0.25]
[164415.0, 42.0, 155.0, 1.0, 9.0, 661.0, 143.0, 1414.0, 0.5]
[172570.0, 42.0, 155.0, 0.0, 12.0, 685.0, 125.0, 1487.0, 0.5]
[168352.0, 358.0, 150.0, 3.0, 8.0, 1152.0, 83.0, 1284.0, 0.375]
[152978.0, 285.0, 72.0, 5.0, 6.0, 1105.0, 126.0, 1049.0, 0.29166666666666663]
[172020.0, 140.0, 144.0, 0.0, 8.0, 890.0, 136.0, 1400.0, 0.34375]
[136854.0, 110.0, 157.0, 4.0, 6.0, 802.0, 164.0, 1338.0, 0.375]
[177310.0, 15.0, 161.0, 3.0, 12.0, 563.0, 127.0, 1457.0, 0.6041666666666667]
[155773.0, 92.0, 49.0, 4.0, 5.0, 862.0, 157.0, 1240.0, 0.25]
[178120.0, 10.0, 161.0, 0.0, 11.0, 606.0, 140.0, 1521.0, 0.5454545454545454]
[161697.0, 215.0, 164.0, 2.0, 9.0, 944.0, 86.0, 1455.0, 0.4444444444444444]
[169735.0, 159.0, 141.0, 4.0, 9.0, 1015.0, 119.0, 988.0, 0.41666666666666663]
[160807.0, 44.0, 98.0, 2.0, 6.0, 784.0, 145.0, 1305.0, 0.33333333333333337]
[167617.0, 29.0, 140.0, 1.0, 9.0, 577.0, 150.0, 1482.0, 0.5555555555555556]
[139941.0, 114.0, 157.0, 3.0, 6.0, 786.0, 191.0, 1309.0, 0.41666666666666663]
